distance_km,fuel_price,hour,day_of_week,traffic_level,weather,vehicle_type,fare
39.77,5495.87,9,1,3,1,Special Hire,94000
45.0,5223.13,6,2,2,0,Boda Boda,24000
43.71,4875.88,18,3,2,0,Boda Boda,22500
6.95,6049.64,21,0,2,1,Special Hire,15000
22.62,5584.03,12,6,1,0,Special Hire,29000
37.69,6248.83,9,2,2,0,Special Hire,63500
33.96,6424.95,14,4,1,0,Boda Boda,18000
38.74,4179.46,15,1,1,0,Special Hire,41000
0.59,4766.06,9,2,2,0,Boda Boda,1500
21.61,6085.23,15,0,1,0,Mini Bus,8000
1.59,4505.41,0,2,1,0,Taxi,2000
33.21,4176.49,2,3,2,0,Boda Boda,18500
17.79,6397.44,19,1,2,0,Taxi,16500
10.12,6075.12,18,5,3,0,Mini Bus,6500
26.56,4465.83,22,4,1,0,Boda Boda,13000
32.63,6312.28,9,1,3,1,Mini Bus,23500
3.27,5923.71,19,4,2,0,Taxi,4000
16.7,4128.04,23,5,2,0,Special Hire,25000
20.43,5847.41,19,0,3,0,Taxi,21000
1.07,5906.67,10,1,1,1,Taxi,2000
23.75,5850.08,3,4,1,0,Mini Bus,10000
16.56,6055.25,16,6,1,0,Special Hire,23500
29.66,6170.01,17,6,3,0,Taxi,31000
32.0,4671.11,12,1,2,0,Special Hire,43500
14.99,5620.48,4,2,1,1,Boda Boda,11000
33.75,4920.8,10,4,2,0,Special Hire,46500
36.63,4265.84,0,0,1,0,Boda Boda,16000
8.29,4396.58,1,2,1,0,Taxi,6000
42.78,4732.75,11,4,2,0,Mini Bus,15500
34.54,5617.83,23,5,1,0,Boda Boda,19000
2.87,5056.77,15,6,2,0,Special Hire,5500
27.65,4145.17,21,4,2,0,Boda Boda,13000
12.06,4199.23,8,3,3,0,Taxi,10500
30.44,5502.65,13,5,1,0,Taxi,19500
21.49,4130.92,18,1,3,1,Mini Bus,12000
27.56,4721.44,14,1,2,0,Boda Boda,14000
41.44,4008.51,4,4,1,0,Mini Bus,13000
42.43,4297.94,23,2,1,0,Taxi,26000
2.6,5296.47,16,6,1,0,Boda Boda,2000
32.6,5054.49,7,0,3,1,Taxi,36500
8.14,4059.92,18,6,3,0,Special Hire,14000
6.22,4668.16,19,6,3,0,Special Hire,12000
7.1,6248.12,10,0,1,0,Boda Boda,4500
43.86,5967.21,14,4,2,0,Special Hire,71500
16.62,5302.95,5,1,1,0,Mini Bus,7000
13.28,4670.19,14,6,2,0,Boda Boda,7500
36.42,4289.05,7,2,2,0,Mini Bus,13000
22.64,4575.24,5,1,1,0,Mini Bus,8500
7.2,4323.97,2,3,1,0,Special Hire,10000
6.16,4925.01,11,5,2,0,Mini Bus,3500
37.41,4387.17,4,6,2,1,Special Hire,68500
2.46,4460.91,1,0,2,0,Boda Boda,2500
2.18,5635.92,14,6,1,0,Mini Bus,1500
6.64,6256.29,13,5,1,1,Taxi,7000
15.0,6052.05,8,0,3,0,Special Hire,32500
20.27,4284.7,4,0,1,0,Boda Boda,10000
21.49,5218.53,5,3,1,0,Special Hire,30000
21.78,4215.79,21,0,1,0,Boda Boda,8500
35.36,5050.83,1,0,1,0,Special Hire,47000
34.82,5859.69,18,3,2,0,Taxi,28500
36.65,4342.45,7,1,3,0,Mini Bus,16500
4.14,5914.54,5,3,1,0,Special Hire,7500
1.18,4759.92,1,5,1,0,Special Hire,2500
30.31,4719.27,12,4,1,0,Special Hire,35500
13.2,4430.71,14,5,1,0,Taxi,8000
1.41,6321.12,12,5,1,0,Taxi,2000
0.73,5766.93,15,2,1,0,Boda Boda,1500
1.17,4080.55,1,2,1,0,Taxi,2000
21.52,4065.03,0,0,1,0,Boda Boda,10000
0.97,4029.08,9,4,3,0,Boda Boda,2000
12.18,4320.46,12,0,1,0,Taxi,7500
9.92,6341.65,20,6,3,0,Taxi,11500
15.25,5770.46,7,5,3,0,Special Hire,30000
11.45,6136.45,19,6,3,1,Boda Boda,12000
7.02,4157.29,3,1,1,0,Taxi,5000
34.88,6122.51,10,4,1,0,Taxi,24500
14.52,5121.48,13,1,1,0,Taxi,9500
20.94,5212.42,8,1,2,1,Special Hire,38500
40.67,5351.4,20,2,3,0,Special Hire,77500
6.04,6470.31,13,6,2,0,Taxi,6000
28.16,5868.42,21,6,1,0,Mini Bus,10000
17.15,6168.31,2,2,1,0,Taxi,14000
31.87,6392.06,18,0,3,0,Mini Bus,18500
7.54,4213.26,11,5,1,0,Special Hire,9000
18.62,5665.11,7,5,3,0,Special Hire,37500
7.3,4515.09,3,6,1,0,Special Hire,10500
9.64,5284.17,11,2,1,0,Boda Boda,5000
27.59,5018.32,10,5,1,0,Special Hire,33000
31.0,4831.17,16,3,2,0,Special Hire,43500
26.51,4289.9,17,3,2,0,Special Hire,34000
44.13,5550.39,7,6,2,0,Special Hire,67000
17.59,4986.85,11,1,1,0,Taxi,11000
44.24,4578.58,11,5,1,0,Boda Boda,18000
40.95,4245.49,3,6,1,0,Mini Bus,13500
12.43,4403.17,12,1,1,0,Special Hire,14500
9.29,6275.19,2,0,1,0,Special Hire,15500
22.74,5463.9,16,2,1,0,Special Hire,29500
37.18,4067.25,4,6,1,0,Boda Boda,16000
9.75,4237.99,23,6,1,0,Mini Bus,4000
43.06,4061.12,3,2,2,0,Boda Boda,22000
12.7,6367.2,18,2,3,0,Taxi,15000
32.64,4898.49,11,0,1,0,Mini Bus,10500
5.24,5894.05,23,2,1,0,Mini Bus,3000
18.72,5479.88,12,1,1,0,Taxi,12500
38.82,4236.01,10,1,1,0,Taxi,21000
21.32,4051.07,7,2,3,0,Special Hire,34000
33.92,5046.2,23,0,1,0,Taxi,24000
21.95,6404.06,18,4,3,0,Taxi,23500
22.35,4927.65,14,0,1,0,Taxi,14000
5.13,5348.94,3,0,1,0,Taxi,5000
39.7,6397.93,21,5,1,0,Boda Boda,20000
37.84,6086.21,1,2,2,0,Special Hire,72500
16.83,5179.63,15,5,1,1,Mini Bus,7500
30.94,6247.56,21,3,1,0,Special Hire,44000
4.52,5097.35,6,6,2,0,Special Hire,7500
19.12,4017.61,21,3,1,0,Special Hire,20500
28.68,5765.14,4,0,1,1,Taxi,27500
2.72,6075.47,11,5,1,0,Special Hire,4500
21.2,5823.35,14,3,1,0,Mini Bus,8000
22.51,5592.59,6,0,1,0,Special Hire,28500
34.38,5522.81,7,4,3,0,Taxi,34500
23.31,4692.83,1,6,1,0,Taxi,15500
22.94,6059.05,17,1,3,0,Special Hire,47500
6.22,4056.51,10,6,2,0,Boda Boda,4000
18.64,5333.59,21,1,1,0,Taxi,12500
7.65,5564.14,13,4,1,0,Special Hire,10500
29.1,6046.92,3,0,1,0,Special Hire,46500
14.13,4285.15,17,1,3,1,Taxi,15500
6.7,4754.89,13,0,1,1,Mini Bus,3500
25.89,5101.07,20,2,3,0,Mini Bus,13000
27.45,5143.11,4,5,1,1,Special Hire,49500
44.41,6264.59,18,0,2,0,Mini Bus,19000
1.99,4765.74,21,1,1,0,Special Hire,3500
14.13,5789.27,19,5,3,1,Taxi,19500
27.12,6439.28,22,3,1,1,Mini Bus,15000
8.36,4324.9,11,3,1,0,Special Hire,9500
44.55,5856.7,20,5,3,0,Mini Bus,23000
21.68,5277.47,17,4,2,0,Taxi,17500
31.98,4542.73,10,1,2,0,Special Hire,43000
26.02,4684.81,6,1,1,0,Special Hire,29500
44.76,6486.98,21,4,1,0,Mini Bus,16500
30.85,5360.46,23,5,1,1,Special Hire,57000
43.57,4331.04,1,0,2,0,Taxi,33500
14.44,6379.42,10,4,1,0,Taxi,10500
33.57,5746.15,18,0,3,0,Boda Boda,23500
17.55,4059.78,7,5,3,0,Taxi,15000
30.72,6267.05,11,4,1,0,Mini Bus,11500
29.91,5770.33,17,3,2,0,Taxi,25000
21.71,4150.65,16,4,1,0,Mini Bus,6500
35.66,4397.91,23,5,1,0,Boda Boda,16000
35.88,6285.77,3,6,1,0,Mini Bus,15000
39.84,5450.25,15,1,1,0,Mini Bus,13500
29.34,4600.62,12,5,2,0,Special Hire,39500
12.46,4198.52,22,2,1,1,Mini Bus,6000
23.94,5195.9,13,2,1,0,Taxi,15500
33.65,5541.6,11,6,1,1,Taxi,27000
32.43,5536.34,13,6,2,1,Boda Boda,22500
43.87,5849.99,11,0,1,0,Mini Bus,15500
44.69,5985.09,8,2,3,0,Boda Boda,32000
21.75,5452.55,17,3,3,0,Taxi,21500
9.41,4467.73,0,5,1,0,Special Hire,13000
16.0,4601.22,3,2,1,0,Taxi,11000
38.15,6483.17,3,2,1,0,Mini Bus,16500
28.51,6053.42,7,1,3,0,Taxi,30000
2.75,5212.04,22,1,1,1,Special Hire,6500
6.71,5091.73,4,2,2,0,Special Hire,12000
35.98,4025.15,6,5,1,0,Boda Boda,13500
31.06,4446.24,21,4,1,0,Special Hire,33500
19.33,4516.76,0,2,1,0,Special Hire,25000
18.2,5270.85,11,1,1,0,Special Hire,23500
16.35,4140.66,1,2,2,0,Special Hire,24000
9.81,4287.12,22,2,1,0,Mini Bus,4000
30.66,4286.78,16,2,1,1,Taxi,21500
27.33,4655.2,18,5,2,0,Mini Bus,10500
40.79,4436.3,4,5,1,0,Special Hire,52500
41.53,5792.59,16,4,1,0,Special Hire,53000
41.82,5878.81,2,6,1,1,Special Hire,78000
7.36,5633.28,20,1,3,0,Special Hire,15500
29.95,5466.56,4,1,1,0,Special Hire,44500
30.33,5310.58,6,1,1,0,Boda Boda,14000
27.58,5859.82,15,4,1,0,Special Hire,37000
0.5,6422.24,21,2,1,0,Special Hire,1500
26.84,4762.7,10,1,1,0,Mini Bus,8500
2.3,5359.94,23,3,1,0,Special Hire,4500
28.11,4542.21,9,4,2,0,Special Hire,39000
39.06,4039.32,10,3,1,0,Special Hire,41000
14.9,4786.74,15,1,2,0,Special Hire,21500
43.03,4500.23,11,4,1,0,Boda Boda,17000
19.78,5183.07,19,1,2,0,Boda Boda,11000
44.1,6017.27,20,0,3,0,Taxi,44500
31.97,5888.15,3,4,1,0,Boda Boda,18500
16.41,6000.22,5,0,1,0,Mini Bus,7500
37.02,5213.94,10,1,1,1,Mini Bus,15000
26.38,4186.88,19,4,2,0,Mini Bus,9000
42.71,5488.38,0,4,1,0,Boda Boda,22000
22.3,6210.48,10,2,1,0,Boda Boda,11500
7.95,5862.37,16,3,1,0,Boda Boda,4500
27.55,4191.57,9,3,3,0,Boda Boda,16500
10.35,6359.84,15,0,1,0,Mini Bus,4500
7.51,5271.69,19,5,3,0,Taxi,8000
8.54,5311.72,21,5,2,0,Special Hire,13500
44.13,4606.19,21,0,2,0,Special Hire,60500
20.38,4677.67,4,5,1,0,Mini Bus,7500
14.53,4450.38,22,1,1,0,Boda Boda,7500
12.27,4424.67,16,4,1,0,Taxi,7500
31.8,5208.63,15,5,1,0,Special Hire,39000
34.99,5493.72,22,4,1,0,Taxi,26500
7.03,5754.52,19,4,3,0,Mini Bus,5000
13.72,5574.48,9,2,3,1,Boda Boda,13000
7.44,5552.26,8,3,3,0,Special Hire,15500
10.77,5861.64,10,1,1,0,Special Hire,15000
39.65,4925.95,21,3,1,0,Mini Bus,12500
2.16,6420.82,7,1,3,0,Mini Bus,2500
44.79,5207.72,21,5,1,0,Mini Bus,14500
32.43,5729.87,12,2,2,0,Boda Boda,18500
33.11,5611.12,19,1,3,0,Mini Bus,17000
19.7,4712.93,18,4,3,0,Mini Bus,9500
21.13,4808.34,23,4,1,0,Special Hire,29000
36.07,5014.42,16,5,1,0,Special Hire,43000
8.46,5040.72,7,1,2,1,Boda Boda,7000
24.09,5964.8,2,4,1,0,Taxi,19500
26.12,5630.25,8,6,2,0,Taxi,21000
28.23,6302.1,22,2,1,0,Boda Boda,17000
40.8,4491.14,15,5,1,0,Special Hire,46000
10.85,5367.53,18,2,2,0,Special Hire,16500
19.97,5883.33,1,4,1,0,Taxi,16000
25.4,5868.68,21,5,1,0,Boda Boda,12500
32.55,5349.37,6,1,2,0,Special Hire,49000
28.41,5489.06,12,3,1,0,Boda Boda,13000
30.46,5972.27,4,3,1,0,Taxi,24000
25.78,4518.28,0,1,1,0,Boda Boda,12500
26.32,5721.23,14,4,2,0,Special Hire,41500
44.27,5328.9,13,6,1,0,Boda Boda,19500
7.6,5637.23,14,3,2,0,Mini Bus,4000
6.63,5256.41,10,5,1,0,Boda Boda,3500
10.08,4463.41,2,2,1,1,Taxi,9500
27.7,5543.99,20,2,2,0,Boda Boda,15500
39.86,5271.57,5,6,2,1,Mini Bus,22500
41.98,5469.1,7,1,3,0,Boda Boda,29500
31.65,5575.49,10,0,1,0,Boda Boda,15500
19.59,6478.96,14,0,2,0,Mini Bus,9500
21.14,5285.79,4,6,1,0,Special Hire,31000
13.48,4741.69,14,5,1,0,Taxi,8500
41.3,5270.42,17,3,3,1,Taxi,49000
37.46,6036.31,5,0,2,0,Boda Boda,25000
32.6,5050.28,8,0,3,0,Special Hire,57500
25.15,4527.91,19,6,2,0,Mini Bus,9500
9.39,4399.23,5,1,1,0,Boda Boda,5000
44.6,4618.86,23,4,1,0,Mini Bus,15000
13.83,4440.07,15,4,1,0,Boda Boda,6000
26.87,6356.12,14,0,1,0,Boda Boda,14000
22.2,6497.02,23,3,1,0,Taxi,18500
17.43,5533.21,8,3,2,0,Boda Boda,10000
12.3,6444.7,8,2,3,0,Mini Bus,8000
10.25,4738.98,2,2,1,0,Special Hire,14500
15.2,6461.7,14,1,1,0,Mini Bus,6000
39.68,5096.77,9,4,3,0,Mini Bus,19500
2.88,4480.87,1,6,1,1,Mini Bus,2500
24.67,5940.98,8,6,2,1,Mini Bus,13500
11.13,6318.64,19,2,3,0,Mini Bus,7000
7.81,5847.77,4,1,1,0,Mini Bus,4000
9.12,6136.39,0,2,1,0,Special Hire,15500
14.64,6032.97,7,3,2,0,Taxi,13000
16.58,5286.76,18,6,3,0,Taxi,16500
4.32,4768.79,9,1,3,0,Taxi,5000
26.04,5146.98,15,3,2,0,Special Hire,37000
18.49,5695.04,23,4,1,0,Taxi,15000
17.76,5963.74,0,1,1,0,Mini Bus,7500
37.25,6331.06,23,1,1,0,Mini Bus,16000
1.3,5142.65,10,6,1,0,Mini Bus,1500
0.75,4884.98,5,2,1,0,Mini Bus,1500
41.68,5329.8,14,5,2,0,Taxi,31500
25.53,4422.98,16,1,2,0,Mini Bus,9000
25.82,6242.33,21,0,1,0,Taxi,18500
3.03,5398.6,23,4,1,0,Taxi,3500
4.58,6324.45,16,0,1,0,Special Hire,7500
31.8,4627.82,14,5,1,0,Boda Boda,13500
30.84,5514.82,13,3,1,0,Special Hire,39000
27.95,6097.92,8,2,2,0,Taxi,24000
19.6,5717.77,7,0,3,0,Taxi,19500
42.4,4468.92,17,3,3,0,Mini Bus,19000
13.67,6048.32,21,3,2,0,Taxi,12500
35.79,4711.57,16,1,1,0,Taxi,21000
34.33,6019.39,6,3,1,0,Special Hire,46000
15.68,4871.18,1,5,1,0,Boda Boda,8000
1.89,4914.85,22,0,1,0,Taxi,2500
13.95,5178.27,15,3,1,0,Special Hire,18000
13.41,5785.52,14,0,1,1,Mini Bus,6500
14.1,6460.12,15,5,1,0,Taxi,10500
23.68,6108.02,10,2,1,0,Mini Bus,9000
20.21,5274.05,8,1,3,0,Taxi,19000
21.98,4077.52,15,5,1,0,Special Hire,22500
40.27,5772.15,14,0,1,0,Taxi,26000
42.62,4596.25,17,6,2,1,Taxi,37500
38.17,5736.62,8,0,3,0,Special Hire,75000
29.21,4699.31,14,6,1,1,Mini Bus,11000
24.45,5135.99,11,2,1,1,Mini Bus,10500
36.47,5166.63,11,2,1,0,Boda Boda,16500
43.68,6248.7,13,3,2,0,Mini Bus,18500
35.74,5702.16,10,2,1,0,Mini Bus,12000
30.21,4112.29,13,6,1,0,Special Hire,31000
23.9,4969.82,6,2,2,0,Boda Boda,12500
16.16,5566.76,5,0,2,0,Special Hire,30000
10.17,4060.02,9,1,2,0,Taxi,7500
36.94,5342.58,5,1,1,0,Taxi,26000
42.93,4884.29,1,1,1,0,Special Hire,56000
10.64,6287.07,15,4,1,0,Boda Boda,6000
3.23,4811.79,11,0,1,0,Special Hire,4500
3.7,6085.59,11,3,1,0,Taxi,3500
32.87,4152.2,21,3,1,0,Mini Bus,9500
20.88,6113.49,10,0,1,0,Boda Boda,11000
6.75,6356.41,18,1,3,1,Mini Bus,6500
42.73,4059.4,17,3,3,0,Boda Boda,24500
40.85,5414.15,1,2,1,0,Taxi,29500
11.64,4677.98,22,5,1,0,Mini Bus,5000
10.0,5582.33,21,4,2,0,Special Hire,16500
9.33,6329.42,23,5,1,0,Taxi,8500
31.29,6224.0,16,5,1,0,Mini Bus,11500
27.97,5254.39,6,1,1,0,Special Hire,34000
2.77,4046.37,17,4,2,0,Taxi,3000
18.22,5357.15,10,6,2,0,Boda Boda,10500
3.57,6205.15,12,3,1,0,Mini Bus,2000
41.57,6245.78,5,6,1,1,Mini Bus,22000
41.14,5319.08,9,5,3,0,Taxi,38500
13.49,5293.98,8,1,3,0,Taxi,13500
11.91,4669.85,13,3,1,0,Mini Bus,4500
30.38,4293.39,6,4,2,0,Boda Boda,14500
18.18,4010.86,15,2,1,0,Boda Boda,7500
5.67,4367.86,17,6,2,0,Mini Bus,3000
29.6,5375.66,5,5,1,1,Mini Bus,14500
34.98,5648.92,21,6,1,0,Mini Bus,12000
35.16,4691.64,10,6,2,0,Mini Bus,13000
14.21,4122.62,0,4,1,0,Special Hire,17500
4.69,4950.79,16,1,1,0,Mini Bus,2500
22.84,5628.15,21,6,1,0,Special Hire,30000
6.98,6309.3,18,1,3,0,Mini Bus,5000
43.0,5716.35,19,3,2,0,Boda Boda,24500
32.06,4275.67,20,3,3,0,Mini Bus,14500
9.29,5368.01,0,2,1,0,Boda Boda,6000
29.74,6410.42,7,1,3,0,Boda Boda,23500
38.71,6262.57,22,4,1,0,Boda Boda,22500
24.33,4148.43,6,0,2,1,Taxi,20500
7.43,6391.27,13,4,1,0,Special Hire,11000
24.53,4971.82,19,6,2,0,Taxi,18000
4.91,6023.56,2,1,1,0,Boda Boda,3500
9.82,5518.9,1,3,1,0,Mini Bus,4500
19.13,5520.2,12,2,2,0,Mini Bus,8000
3.47,5626.63,2,0,2,0,Boda Boda,3500
8.83,4596.58,16,2,1,0,Taxi,6000
4.28,5147.74,6,0,1,0,Taxi,3500
20.62,4744.63,17,3,2,0,Boda Boda,11000
3.77,4740.52,7,1,2,0,Taxi,3500
25.5,4189.03,13,4,1,1,Boda Boda,13000
42.89,4064.92,23,2,1,0,Taxi,25500
4.02,4503.74,16,4,1,0,Mini Bus,2000
22.59,6228.72,23,0,1,0,Taxi,18500
23.25,5427.97,12,2,1,0,Taxi,15500
36.57,5469.51,18,4,2,1,Taxi,34500
43.31,6241.59,15,3,1,0,Taxi,29500
16.02,5744.7,18,6,3,0,Taxi,16500
19.64,6412.13,10,2,1,0,Boda Boda,10500
10.54,4066.78,6,3,1,0,Mini Bus,3500
30.39,4756.07,8,4,3,0,Mini Bus,14000
26.07,5827.98,6,0,1,0,Taxi,18500
40.8,4883.37,12,3,1,0,Mini Bus,13000
27.13,5032.82,20,2,3,0,Boda Boda,18500
39.94,4451.12,19,4,2,0,Boda Boda,19000
27.98,4903.32,18,1,3,0,Mini Bus,13500
31.39,4390.94,0,5,2,0,Taxi,24000
14.19,5638.02,14,2,1,0,Taxi,10000
41.76,6427.65,12,5,1,1,Taxi,38500
24.3,5904.02,9,0,3,0,Special Hire,48500
13.56,4496.87,19,4,2,0,Boda Boda,7000
25.98,6163.91,0,5,2,0,Taxi,25000
40.25,5677.43,0,4,1,0,Special Hire,61000
5.7,4428.22,15,5,1,0,Special Hire,7000
11.12,4554.23,9,3,3,0,Special Hire,20000
24.63,4197.97,8,5,3,1,Special Hire,48500
36.02,5573.95,21,4,2,0,Boda Boda,20000
6.02,4246.78,2,4,2,0,Mini Bus,3500
41.54,4676.99,5,4,1,1,Boda Boda,25000
31.33,4170.23,20,5,3,0,Taxi,26000
5.21,5510.95,5,0,1,1,Taxi,6000
0.95,5563.75,11,1,1,0,Boda Boda,1500
31.74,5428.31,4,4,1,0,Special Hire,46500
43.72,4356.74,3,5,2,0,Mini Bus,17000
21.96,5617.49,21,5,2,0,Boda Boda,12500
8.98,6447.72,7,2,3,0,Mini Bus,6000
18.66,6186.66,16,5,1,0,Taxi,13500
23.71,4630.4,10,3,1,1,Mini Bus,9500
6.81,6189.3,7,2,3,0,Mini Bus,5000
25.29,4422.14,5,0,1,1,Mini Bus,11000
21.29,6273.32,20,2,3,0,Special Hire,45500
8.7,5547.19,19,0,3,0,Boda Boda,7500
35.99,4184.31,10,2,1,0,Taxi,19500
16.63,4940.99,6,0,1,1,Mini Bus,7500
6.92,4215.12,5,0,1,0,Special Hire,9500
15.91,6456.31,1,1,2,0,Special Hire,32500
37.73,4137.92,14,0,1,0,Mini Bus,10500
27.4,5991.34,23,1,2,0,Mini Bus,14000
14.83,4736.14,16,5,1,0,Mini Bus,5000
44.23,4135.03,1,1,1,0,Mini Bus,14500
21.97,6461.49,12,4,2,0,Special Hire,37500
8.86,5632.91,6,4,2,1,Special Hire,18000
24.48,5164.47,22,3,1,0,Special Hire,34500
38.72,5545.16,1,1,1,0,Special Hire,58500
38.86,5496.06,7,2,2,0,Taxi,29500
23.36,6370.35,11,1,2,0,Special Hire,40000
6.63,5563.79,7,1,3,0,Special Hire,14000
29.57,6191.63,4,3,1,0,Taxi,24000
16.24,4033.22,9,5,2,1,Mini Bus,7500
15.0,4027.57,20,2,3,0,Taxi,13000
11.18,5030.6,13,6,1,0,Boda Boda,5500
33.41,4547.79,21,0,2,0,Mini Bus,12000
11.04,4268.73,17,0,2,0,Special Hire,15000
43.29,5029.16,18,2,3,1,Special Hire,99500
31.74,6135.79,17,0,3,0,Special Hire,63500
21.78,4235.49,4,5,1,0,Taxi,14500
43.86,5945.97,22,5,2,0,Boda Boda,29500
24.67,4039.2,1,5,1,0,Taxi,15500
0.94,4792.97,8,2,3,0,Taxi,2500
5.84,5615.91,11,6,2,0,Boda Boda,4500
28.58,6076.18,8,6,2,0,Taxi,24000
5.22,5288.67,14,5,1,0,Special Hire,7500
2.38,4178.63,2,2,1,0,Special Hire,4000
31.18,5886.55,10,4,1,0,Mini Bus,11000
10.54,4074.98,14,1,1,0,Mini Bus,3500
25.27,4525.63,5,5,2,0,Boda Boda,14500
18.96,5340.84,1,2,1,0,Special Hire,27000
39.09,4042.1,12,4,1,0,Mini Bus,11000
7.5,4361.82,9,1,2,1,Boda Boda,5500
21.75,5739.94,2,3,1,0,Mini Bus,9000
35.88,4824.58,3,5,1,0,Mini Bus,12500
8.04,4425.09,19,5,3,0,Taxi,8000
4.44,4095.69,13,5,1,0,Special Hire,5500
0.53,5377.22,8,6,3,0,Boda Boda,2000
32.03,4329.6,14,0,1,0,Mini Bus,9500
18.02,5549.78,1,6,1,1,Boda Boda,12500
42.29,5411.58,5,1,1,0,Taxi,31000
28.46,6117.62,17,3,3,0,Special Hire,58000
4.39,5499.19,18,2,3,0,Taxi,5500
35.86,5079.91,15,3,1,0,Mini Bus,11500
22.09,5079.43,8,4,3,0,Boda Boda,15000
35.05,5766.45,18,1,3,0,Special Hire,70500
26.32,4936.08,0,5,1,0,Mini Bus,9500
39.72,4482.45,15,6,2,1,Boda Boda,24000
6.94,5287.28,3,1,1,0,Taxi,6000
29.96,4000.2,2,0,1,1,Mini Bus,12500
22.66,4364.99,9,0,3,0,Mini Bus,10500
14.11,5947.77,3,1,1,0,Boda Boda,9000
25.07,4306.3,4,5,2,0,Special Hire,37500
1.89,5492.3,13,5,1,0,Mini Bus,1500
44.28,6348.62,23,5,2,0,Special Hire,84500
24.35,4937.47,17,2,3,0,Taxi,23000
15.23,5193.28,19,3,3,0,Boda Boda,11000
16.72,5200.6,0,1,1,0,Special Hire,24000
40.21,4862.6,6,0,1,0,Mini Bus,12000
19.17,5822.0,21,3,1,0,Mini Bus,7000
18.49,4014.15,3,2,1,1,Boda Boda,10500
36.44,5133.31,13,6,2,0,Taxi,26500
4.82,4542.15,15,1,1,0,Boda Boda,3000
3.89,5249.19,9,4,3,0,Taxi,5000
43.09,4820.35,1,2,1,1,Mini Bus,18500
37.32,4756.82,7,4,2,0,Taxi,27000
31.45,4783.38,15,1,2,0,Special Hire,43500
37.76,5451.98,3,2,2,1,Special Hire,80500
43.47,4984.23,23,2,1,1,Special Hire,75500
24.13,5608.85,17,2,3,1,Boda Boda,21500
40.16,5615.17,0,1,1,0,Taxi,30500
27.86,4666.18,12,4,2,0,Boda Boda,13500
18.88,4030.48,6,2,1,0,Taxi,10500
36.68,6152.0,4,1,1,0,Taxi,30000
12.11,4417.43,7,5,3,1,Boda Boda,10500
20.61,4846.32,14,1,1,1,Boda Boda,11500
25.27,4083.18,22,2,1,0,Special Hire,29500
7.15,4727.09,0,6,1,0,Boda Boda,4500
34.33,6456.94,20,0,3,0,Boda Boda,27000
24.81,4851.1,2,2,1,0,Boda Boda,12500
41.77,4465.73,23,2,1,0,Boda Boda,19500
5.86,5776.52,20,4,3,0,Taxi,7000
41.66,4588.84,19,6,3,0,Mini Bus,19000
16.49,6287.76,11,3,2,0,Boda Boda,11000
3.94,4883.3,14,2,1,0,Boda Boda,2500
6.12,6040.7,14,6,1,0,Special Hire,9000
38.84,6247.75,15,5,2,0,Boda Boda,23500
6.98,4512.59,8,5,3,0,Boda Boda,5500
8.95,4649.93,12,4,2,0,Special Hire,12500
39.22,6044.97,23,3,1,0,Mini Bus,15500
1.67,6492.66,14,5,1,0,Mini Bus,1500
26.38,4561.73,20,1,3,1,Mini Bus,15000
22.82,4049.06,13,6,1,0,Taxi,12500
41.8,6064.93,0,0,1,1,Taxi,40500
13.67,4810.63,10,2,2,0,Boda Boda,7500
8.47,5624.74,21,0,1,1,Special Hire,15000
0.87,6083.76,18,4,3,0,Mini Bus,2000
3.59,6494.47,17,6,3,0,Special Hire,9000
33.19,4272.41,17,0,3,0,Taxi,28000
40.72,5099.17,2,5,1,1,Boda Boda,25000
42.49,6345.66,21,1,1,0,Special Hire,60000
11.69,6147.92,22,6,1,1,Boda Boda,9000
42.42,5018.25,11,0,1,0,Boda Boda,18000
34.2,6325.47,15,5,1,0,Special Hire,46500
6.26,4562.85,21,1,2,0,Mini Bus,3500
40.79,4502.54,3,4,1,1,Mini Bus,17000
42.09,5616.95,21,3,1,0,Taxi,28500
43.12,6115.95,13,6,2,0,Special Hire,69500
38.8,4383.09,15,1,2,1,Special Hire,64500
33.54,5791.81,10,3,1,0,Mini Bus,11500
16.07,4012.72,2,3,2,0,Taxi,12000
27.95,5445.92,21,2,1,1,Mini Bus,12000
3.83,5022.34,15,5,1,0,Taxi,3000
36.31,4258.93,19,6,3,0,Boda Boda,21500
35.65,5400.35,3,0,1,0,Mini Bus,14000
39.95,4066.05,16,2,1,0,Taxi,21000
1.72,6299.75,10,0,1,0,Boda Boda,2000
9.15,6325.02,19,1,3,0,Boda Boda,8000
4.28,4319.47,16,0,2,0,Taxi,4000
34.19,5296.68,3,6,1,0,Mini Bus,12500
15.28,6063.14,23,6,1,0,Boda Boda,9000
26.98,4114.44,4,6,2,1,Boda Boda,18500
16.98,5490.19,21,3,1,0,Taxi,11500
16.11,4520.76,8,2,2,0,Mini Bus,6500
43.68,4151.31,15,1,2,0,Taxi,28500
30.54,4081.7,17,3,3,0,Special Hire,47000
11.43,5740.07,21,5,1,0,Boda Boda,6000
33.01,4206.81,18,6,3,0,Special Hire,54000
32.51,4312.57,3,0,1,0,Taxi,21500
34.67,4146.52,8,2,2,0,Special Hire,44500
17.1,6137.85,5,1,1,1,Taxi,18000
20.71,5023.53,2,5,2,0,Boda Boda,12500
10.12,5051.92,8,4,3,0,Taxi,10500
26.51,5604.87,11,1,2,0,Special Hire,41500
